compound,modifier,head,frequency_class
Feuerwehrhaus,Feuerwehr,Haus,13.0
Oberfläche,obere,Fläche,13.0
Schauspielhaus,Schauspiel,Haus,13.0
Oberlandesgericht,obere,Landesgericht,13.0
Spitzenkandidat,spitzen,Kandidat,13.0
Oberösterreich,obere,Österreich,13.0
Schauspiel,schauen,Spiel,13.0
Bauernhof,Bauer,Hof,13.0
Schauplatz,Schau,Platz,13.0
Hausfrau,Haus,Frau,13.0
Festzelt,Fest,Zelt,13.0
Verkehrsteilnehmer,Verkehr,Teilnehmer,13.0
Öffentlichkeitsarbeit,Öffentlichkeit,Arbeit,13.0
Kreisverband,Kreis,Verband,13.0
Streitkraft,Streit,Kraft,13.0
Bürgerkrieg,Bürger,Krieg,13.0
Spitzenspiel,spitzen,Spiel,13.0
Fernsehsender,Fernsehen,Sender,13.0
Ölpreis,Öl,Preis,13.0
Olympiasieger,Olympia,Sieger,13.0
Olympiastadion,Olympia,Stadion,13.0
Opernhaus,Oper,Haus,13.0
Verkehrsmittel,Verkehr,Mittel,13.0
Straßenverkehr,Straße,Verkehr,13.0
Verkehrsminister,Verkehr,Minister,13.0
Baubeginn,Bau,Beginn,13.0
Turnverein,turnen,Verein,13.0
Vorrang,vor,Rang,13.0
Festakt,Fest,Akt,13.0
Sonnenuntergang,Sonne,Untergang,13.0
Regierungspartei,Regierung,Partei,13.0
Berichterstattung,Bericht,Erstattung,13.0
Tierheim,Tier,Heim,13.0
Lehrkraft,Lehre,Kraft,13.0
Bergstraße,Berg,Straße,13.0
Siegerehrung,Sieger,Ehrung,13.0
Sonnenschein,Sonne,Schein,13.0
Sitzungssaal,Sitzung,Saal,13.0
Langeweile,lang,Weile,13.0
Glückwunsch,Glück,Wunsch,13.0
Abgeordnetenhaus,Abgeordnete,Haus,13.0
Legislaturperiode,Legislatur,Periode,13.0
Weihnachtsfeier,Weihnachten,Feier,13.0
Großstadt,groß,Stadt,13.0
Sicherheitsrat,Sicherheit,Rat,13.0
Jugendzentrum,Jugend,Zentrum,13.0
Sommerfest,Sommer,Fest,13.0
Abendkasse,Abend,Kasse,13.0
Tiergarten,Tier,Garten,13.0
Grundstein,Grund,Stein,13.0
Gewerbegebiet,Gewerbe,Gebiet,13.0
Todesfall,Tod,Fall,13.0
Großvater,groß,Vater,13.0
Landstraße,Land,Straße,13.0
Zwischenfall,zwischen,Fall,13.0
Landsmann,Land,Mann,13.0
Lebenshilfe,Leben,Hilfe,13.0
Landeshauptmann,Land,Hauptmann,13.0
Tiefgarage,Tiefe,Garage,13.0
Landesbank,Land,Bank,13.0
Laufzeit,Lauf,Zeit,13.0
Landeshauptstadt,Land,Hauptstadt,13.0
Jugendtreff,Jugend,Treff,13.0
Landesmuseum,Land,Museum,13.0
Großmutter,groß,Mutter,13.0
Laufbahn,Lauf,Bahn,13.0
Weltbank,Welt,Bank,13.0
Torschütze,Tor,Schütze,13.0
Landesvorsitzende,Land,Vorsitzende,13.0
Großeltern,groß,Eltern,13.0
Todesstrafe,Tod,Strafe,13.0
Berufsleben,Beruf,Leben,13.0
Volkshochschule,Volk,Hochschule,13.0
Torjäger,Tor,Jäger,13.0
Größenordnung,Größe,Ordnung,13.0
Volkspartei,Volk,Partei,13.0
Zielgruppe,Ziel,Gruppe,13.0
Gotteshaus,Gott,Haus,13.0
Sommerpause,Sommer,Pause,13.0
Lehrgang,Lehre,Gang,13.0
Grenzwert,Grenze,Wert,13.0
Gleichgewicht,gleich,Gewicht,13.0
Titelkampf,Titel,Kampf,13.0
Torchance,Tor,Chance,13.0
Abteilungsleiter,Abteilung,Leiter,13.0
Abstiegskampf,Abstieg,Kampf,13.0
Lehrstelle,Lehre,Stelle,13.0
Weingut,Wein,Gut,13.0
Sicherheitskraft,Sicherheit,Kraft,13.0
Abendessen,Abend,Essen,13.0
Goldmedaille,Gold,Medaille,13.0
Volksabstimmung,Volk,Abstimmung,13.0
Lebensraum,Leben,Raum,13.0
Weinberg,Wein,Berg,13.0
Sommerferien,Sommer,Ferien,13.0
Lebensqualität,Leben,Qualität,13.0
Leichtathlet,leicht,Athlet,14.0
Hauptgeschäftsführer,haupt,Geschäftsführer,14.0
Ostsee,Osten,See,14.0
Postbank,Post,Bank,14.0
Spielregel,Spiel,Regel,14.0
Rindfleisch,Rind,Fleisch,14.0
Zimmermann,Zimmer,Mann,14.0
Altlast,alt,Last,14.0
Nationalsozialist,national,Sozialist,14.0
Volksentscheid,Volk,Entscheid,14.0
Schulsystem,Schule,System,14.0
Siegtreffer,Sieg,Treffer,14.0
Nationalratswahl,Nationalrat,Wahl,14.0
Volksbühne,Volk,Bühne,14.0
Familienunternehmen,Familie,Unternehmen,14.0
Wirtshaus,Wirt,Haus,14.0
Grenzgebiet,Grenze,Gebiet,14.0
Sonnenbrille,Sonne,Brille,14.0
Altmeister,alt,Meister,14.0
Postamt,Post,Amt,14.0
Südstadt,Süden,Stadt,14.0
Titelgewinn,Titel,Gewinn,14.0
Fußballverband,Fußball,Verband,14.0
Nationaltrainer,national,Trainer,14.0
Nationaltheater,national,Theater,14.0
Landesvorstand,Land,Vorstand,14.0
Jahresabschluss,Jahr,Abschluss,14.0
Kostprobe,kosten,Probe,14.0
Fluggast,Flug,Gast,14.0
Treppenhaus,Treppe,Haus,14.0
Zeitungsbericht,Zeitung,Bericht,14.0
Altersvorsorge,Alter,Vorsorge,14.0
Römerstraße,Römer,Straße,14.0
Schulzeit,Schule,Zeit,14.0
Großraum,groß,Raum,14.0
Vorstandssprecher,Vorstand,Sprecher,14.0
Vorstandssitzung,Vorstand,Sitzung,14.0
Popstar,Pop,Star,14.0
Entwicklungshilfe,Entwicklung,Hilfe,14.0
Snowboard,snow,Board,14.0
Großprojekt,groß,Projekt,14.0
Strafverfahren,Strafe,Verfahren,14.0
Wetterdienst,Wetter,Dienst,14.0
Riesenslalom,riesen,Slalom,14.0
Aushängeschild,Aushang,Schild,14.0
Mietvertrag,Miete,Vertrag,14.0
Pressebericht,Presse,Bericht,14.0
Zeugenaussage,Zeuge,Aussage,14.0
Kreisgebiet,Kreis,Gebiet,14.0
Bergbau,Berg,Bau,14.0
Posaunenchor,Posaune,Chor,14.0
Hochtour,hoch,Tour,14.0
Preisverleihung,Preis,Verleihung,14.0
Spielsachen,Spiel,Sachen,14.0
Weggefährte,Weg,Gefährte,14.0
Schulweg,Schule,Weg,14.0
Glühwein,glühen,Wein,14.0
Tatverdächtige,Tat,Verdächtige,14.0
Fußweg,Fuß,Weg,14.0
Schulkind,Schule,Kind,14.0
Wirtschaftsstandort,Wirtschaft,Standort,14.0
Speisekarte,Speise,Karte,14.0
Postkarte,Post,Karte,14.0
Erfolgserlebnis,Erfolg,Erlebnis,14.0
Stellplatz,stellen,Platz,14.0
Kreislauf,Kreis,Lauf,14.0
Erfolgsgeschichte,Erfolg,Geschichte,14.0
Kinderprogramm,Kind,Programm,14.0
Schulleitung,Schule,Leitung,14.0
Präsidentenwahl,Präsident,Wahl,14.0
Verkehrsbetrieb,Verkehr,Betrieb,14.0
Präsidentschaftskandidat,Präsidentschaft,Kandidat,14.0
Werdegang,werden,Gang,14.0
Kreisklasse,Kreis,Klasse,14.0
Präsidentschaftswahl,Präsidentschaft,Wahl,14.0
Erdöl,Erde,Öl,14.0
Schulgebäude,Schule,Gebäude,14.0
Wintersemester,Winter,Semester,14.0
Denkmalpflege,Denkmal,Pflege,14.0
Denkmalschutz,Denkmal,Schutz,14.0
Kühlschrank,kühl,Schrank,14.0
Währungsfonds,Währung,Fonds,14.0
Bandbreite,Band,Breite,14.0
Kommunalpolitik,kommunal,Politik,14.0
Erfahrungsaustausch,Erfahrung,Austausch,14.0
Künstlerhaus,Künstler,Haus,14.0
Tierpark,Tier,Park,14.0
Weihnachtszeit,Weihnachten,Zeit,14.0
Südosten,Süden,Osten,14.0
Millionenhöhe,Million,Höhe,14.0
Begegnungsstätte,Begegnung,Stätte,14.0
Hauptgrund,haupt,Grund,14.0
Treuhand,treu,Hand,14.0
Nationalbank,national,Bank,14.0
Sprechtag,sprechen,Tag,14.0
Verfassungsgerichtshof,Verfassung,Gerichtshof,14.0
Ausgangslage,Ausgang,Lage,14.0
Blutspende,Blut,Spende,14.0
Blutprobe,Blut,Probe,14.0
Sportfest,Sport,Fest,14.0
Kleinstadt,klein,Stadt,14.0
Bergbahn,Berg,Bahn,14.0
Kleinwagen,klein,Wagen,14.0
Sprengsatz,sprengen,Satz,14.0
Gartenstadt,Garten,Stadt,14.0
Ausgangsposition,Ausgang,Position,14.0
Fluglinie,Flug,Linie,14.0
Sprengstoff,sprengen,Stoff,14.0
Grußwort,Gruß,Wort,14.0
Sicherheitspolitik,Sicherheit,Politik,14.0
Spielplan,Spiel,Plan,14.0
Taxifahrer,Taxi,Fahrer,14.0
Schülerzahl,Schüler,Zahl,14.0
Klartext,klar,Text,14.0
Verfassungsgericht,Verfassung,Gericht,14.0
Zivildienst,zivil,Dienst,14.0
Schulrat,Schule,Rat,14.0
Bluttat,Blut,Tat,14.0
Karfreitag,Kar,Freitag,14.0
Mineralwasser,Mineral,Wasser,14.0
Kunstmuseum,Kunst,Museum,14.0
Nationalelf,national,Elf,14.0
Postfach,Post,Fach,14.0
Stellenabbau,Stelle,Abbau,14.0
Chefarzt,Chef,Arzt,14.0
Tauziehen,Tau,Ziehen,14.0
Preiserhöhung,Preis,Erhöhung,14.0
Schulzentrum,Schule,Zentrum,14.0
Nationalliga,national,Liga,14.0
Arbeitsstunde,Arbeit,Stunde,14.0
Blumenstrauß,Blume,Strauß,14.0
Endspurt,Ende,Spurt,14.0
Landhaus,Land,Haus,14.0
Endrunde,Ende,Runde,14.0
Unfallstelle,Unfall,Stelle,14.0
Schlachthof,schlachten,Hof,14.0
Ortsdurchfahrt,Ort,Durchfahrt,14.0
Hauptquartier,haupt,Quartier,14.0
Straßenfest,Straße,Fest,14.0
Schirmherrschaft,Schirm,Herrschaft,14.0
Fehlbetrag,fehlen,Betrag,14.0
Rettungshubschrauber,Rettung,Hubschrauber,14.0
Kopfverletzung,Kopf,Verletzung,14.0
Zeitzeuge,Zeit,Zeuge,14.0
Mehreinnahme,mehr,Einnahme,14.0
Ausnahmezustand,Ausnahme,Zustand,14.0
Rettungsdienst,Rettung,Dienst,14.0
Mehrkosten,mehr,Kosten,14.0
Teilstück,Teil,Stück,14.0
Meilenstein,Meile,Stein,14.0
Endstation,Ende,Station,14.0
Altbau,alt,Bau,14.0
Energiekonzern,Energie,Konzern,14.0
Teilnehmerzahl,Teilnehmer,Zahl,14.0
Ortsgemeinderat,Ort,Gemeinderat,14.0
Dienstleister,Dienst,Leister,14.0
Federführung,Feder,Führung,14.0
Sparmaßnahme,sparen,Maßnahme,14.0
Jahresrechnung,Jahr,Rechnung,14.0
Vereinsgeschichte,Verein,Geschichte,14.0
Hauptpreis,haupt,Preis,14.0
Nebenwirkung,neben,Wirkung,14.0
Sparkurs,sparen,Kurs,14.0
Klimaanlage,Klima,Anlage,14.0
Abendstunde,Abend,Stunde,14.0
Blaulicht,blau,Licht,14.0
Meinungsäußerung,Meinung,Äußerung,14.0
Endergebnis,Ende,Ergebnis,14.0
Handarbeit,Hand,Arbeit,14.0
Immunsystem,immun,System,14.0
Kopftuch,Kopf,Tuch,14.0
Lehrstuhl,Lehre,Stuhl,14.0
Gegenfahrbahn,gegen,Fahrbahn,14.0
Arbeiterpartei,Arbeiter,Partei,14.0
Großveranstaltung,groß,Veranstaltung,14.0
Projektgruppe,Projekt,Gruppe,14.0
Projektleiter,Projekt,Leiter,14.0
Elfmeterschießen,Elfmeter,Schießen,14.0
Schwergewicht,schwer,Gewicht,14.0
Gegenleistung,gegen,Leistung,14.0
Kilowattstunde,Kilowatt,Stunde,14.0
Sportanlage,Sport,Anlage,14.0
Knackpunkt,Knack,Punkt,14.0
Überrest,über,Rest,14.0
Baumeister,Bau,Meister,14.0
Neuanfang,neu,Anfang,14.0
Gegenseite,gegen,Seite,14.0
Bischofskonferenz,Bischof,Konferenz,14.0
Vorjahreszeitraum,Vorjahr,Zeitraum,14.0
Elternhaus,Eltern,Haus,14.0
Kurhaus,Kur,Haus,14.0
Dienststelle,Dienst,Stelle,14.0
Blasorchester,blasen,Orchester,14.0
Fledermaus,Fleder,Maus,14.0
Blasmusik,blasen,Musik,14.0
Spielverlauf,Spiel,Verlauf,14.0
Startplatz,Start,Platz,14.0
Arbeiterkammer,Arbeiter,Kammer,14.0
Feierabend,Feier,Abend,14.0
Schirmherr,Schirm,Herr,14.0
Kurfürst,Kur,Fürst,14.0
Kopfschmerz,Kopf,Schmerz,14.0
Programmheft,Programm,Heft,14.0
Herzinfarkt,Herz,Infarkt,14.0
Feierstunde,Feier,Stunde,14.0
Programmpunkt,Programm,Punkt,14.0
Elternteil,Eltern,Teil,14.0
Vermögenshaushalt,Vermögen,Haushalt,14.0
Wettstreit,Wette,Streit,14.0
Ortskern,Ort,Kern,14.0
Meisterschaftsspiel,Meisterschaft,Spiel,14.0
Sportbund,Sport,Bund,14.0
Schützenfest,Schütze,Fest,14.0
Kreisstraße,Kreis,Straße,14.0
Silbermedaille,Silber,Medaille,14.0
Schützengesellschaft,Schütze,Gesellschaft,14.0
Naturpark,Natur,Park,14.0
Schützenhaus,Schütze,Haus,14.0
Steinbruch,Stein,Bruch,14.0
Lateinamerika,Latein,Amerika,14.0
Hauptmann,haupt,Mann,14.0
Schützenverein,Schütze,Verein,14.0
Messegelände,Messe,Gelände,14.0
Buchmesse,Buch,Messe,14.0
Industriestaat,Industrie,Staat,14.0
Privatleben,privat,Leben,14.0
Kunstverein,Kunst,Verein,14.0
Flüchtlingslager,Flüchtling,Lager,14.0
Haustier,Haus,Tier,14.0
Gipfeltreffen,Gipfel,Treffen,14.0
Handelsblatt,Handel,Blatt,14.0
Schlagwort,Schlag,Wort,14.0
Osterweiterung,Osten,Erweiterung,14.0
Kreissparkasse,Kreis,Sparkasse,14.0
Metropolregion,Metropol,Region,14.0
Buchhandel,Buch,Handel,14.0
Naturfreund,Natur,Freund,14.0
Jugendfeuerwehr,Jugend,Feuerwehr,14.0
Gastwirt,Gast,Wirt,14.0
Prinzenpaar,Prinz,Paar,14.0
Flugblatt,Flug,Blatt,14.0
Ostermontag,Ostern,Montag,14.0
Grünfläche,grün,Fläche,14.0
Landesgrenze,Land,Grenze,14.0
Spatenstich,Spaten,Stich,14.0
Kunststück,Kunst,Stück,14.0
Betriebssystem,Betrieb,System,14.0
Caritasverband,Caritas,Verband,14.0
Ortszeit,Ort,Zeit,14.0
Naturschützer,Natur,Schützer,14.0
Höchstgeschwindigkeit,höchste,Geschwindigkeit,14.0
Privatperson,privat,Person,14.0
Schlagabtausch,Schlag,Abtausch,14.0
Weinfest,Wein,Fest,14.0
Vereinsleben,Verein,Leben,14.0
Übersee,über,See,14.0
Campingplatz,Camping,Platz,14.0
Schlafzimmer,Schlaf,Zimmer,14.0
Meisterwerk,Meister,Werk,14.0
Bereitschaftsdienst,Bereitschaft,Dienst,14.0
Energieversorgung,Energie,Versorgung,14.0
Energieversorger,Energie,Versorger,14.0
Energieverbrauch,Energie,Verbrauch,14.0
Lichtblick,Licht,Blick,14.0
Wahnsinn,Wahn,Sinn,14.0
Unfallort,Unfall,Ort,14.0
Favoritenrolle,Favorit,Rolle,14.0
Ortsrat,Ort,Rat,14.0
Sauerstoff,sauer,Stoff,14.0
Sitzplatz,Sitz,Platz,14.0
Volkslied,Volk,Lied,14.0
Werbegemeinschaft,werben,Gemeinschaft,14.0
Schlaganfall,Schlag,Anfall,14.0
Wahlrecht,Wahl,Recht,14.0
Diavortrag,Dia,Vortrag,14.0
Naturschutzgebiet,Naturschutz,Gebiet,14.0
Privatsender,privat,Sender,14.0
Straßenbau,Straße,Bau,14.0
Menschenrechtsverletzung,Menschenrecht,Verletzung,14.0
Menschenrechtsorganisation,Menschenrecht,Organisation,14.0
Wanderfreund,wandern,Freund,14.0
Aschermittwoch,Asche,Mittwoch,14.0
Blickwinkel,Blick,Winkel,14.0
Fastnacht,fasten,Nacht,14.0
Stützpunkt,Stütze,Punkt,14.0
Volksbegehren,Volk,Begehren,14.0
Vereinslokal,Verein,Lokal,14.0
Enkelkind,Enkel,Kind,14.0
Menschenleben,Mensch,Leben,14.0
Engpass,Enge,Pass,14.0
Naturwissenschaft,Natur,Wissenschaft,14.0
Altersheim,Alter,Heim,14.0
Cheftrainer,Chef,Trainer,14.0
Bauplatz,Bau,Platz,14.0
Brandursache,Brand,Ursache,14.0
Koalitionsvertrag,Koalition,Vertrag,14.0
Mountainbike,Mountain,Bike,14.0
Anschein,an,Schein,14.0
Brandstiftung,Brand,Stiftung,14.0
Kultusminister,Kultus,Minister,14.0
Kultusministerium,Kultus,Ministerium,14.0
Sportzentrum,Sport,Zentrum,14.0
Aufsichtsbehörde,Aufsicht,Behörde,14.0
Hansestadt,Hanse,Stadt,14.0
Rundschau,rund,Schau,14.0
Koalitionsverhandlung,Koalition,Verhandlung,14.0
Wirkstoff,wirken,Stoff,14.0
Betriebsergebnis,Betrieb,Ergebnis,14.0
Höhenflug,Höhe,Flug,14.0
Aufsichtsratsvorsitzende,Aufsichtsrat,Vorsitzende,14.0
Motorsport,Motor,Sport,14.0
Gleichberechtigung,gleich,Berechtigung,14.0
Kohlendioxid,Kohle,Dioxid,14.0
Verkaufsfläche,Verkauf,Fläche,14.0
Fahrkarte,fahren,Karte,14.0
Jahresüberschuss,Jahr,Überschuss,14.0
Sichtweise,Sicht,Weise,14.0
Unterhaus,untere,Haus,14.0
Überstunde,über,Stunde,14.0
Freistil,frei,Stil,14.0
Kulturhaus,Kultur,Haus,14.0
Lebensgefährte,Leben,Gefährte,14.0
Landesligist,Land,Ligist,14.0
Torfolge,Tor,Folge,14.0
Tabellenführung,Tabelle,Führung,14.0
Jahresumsatz,Jahr,Umsatz,14.0
Kleidungsstück,Kleidung,Stück,14.0
Heimatmuseum,Heimat,Museum,14.0
Bratwurst,braten,Wurst,14.0
Heimatort,Heimat,Ort,14.0
Kulturgut,Kultur,Gut,14.0
Heimatverein,Heimat,Verein,14.0
Hörspiel,hören,Spiel,14.0
Kaufkraft,Kauf,Kraft,14.0
Grenzübergang,Grenze,Übergang,14.0
Jugendhaus,Jugend,Haus,14.0
Parteivorsitzende,Partei,Vorsitzende,14.0
Wirtschaftsforschung,Wirtschaft,Forschung,14.0
Großbank,groß,Bank,14.0
Landeskriminalamt,Land,Kriminalamt,14.0
Forschungsinstitut,Forschung,Institut,14.0
Inflationsrate,Inflation,Rate,14.0
Wachstumsrate,Wachstum,Rate,14.0
Monduntergang,Mond,Untergang,14.0
Friedenstruppe,Frieden,Truppe,14.0
Auftragseingang,Auftrag,Eingang,14.0
Atomwaffe,Atom,Waffe,14.0
Anschlusstreffer,Anschluss,Treffer,14.0
Leitartikel,leiten,Artikel,14.0
Mondaufgang,Mond,Aufgang,14.0
Bronzemedaille,Bronze,Medaille,14.0
Kapitalerhöhung,Kapital,Erhöhung,14.0
Pflegeversicherung,Pflege,Versicherung,14.0
Wirtschaftsförderung,Wirtschaft,Förderung,14.0
Stichtag,Stich,Tag,14.0
Leistungsträger,Leistung,Träger,14.0
Talfahrt,Tal,Fahrt,14.0
Eurosport,Euro,Sport,14.0
Partnerstadt,Partner,Stadt,14.0
Europawahl,Europa,Wahl,14.0
Fremdsprache,fremd,Sprache,14.0
Forstamt,Forst,Amt,14.0
Morgenstunde,Morgen,Stunde,14.0
Europarat,Europa,Rat,14.0
Muttersprache,Mutter,Sprache,14.0
Europaparlament,Europa,Parlament,14.0
Waffenruhe,Waffe,Ruhe,14.0
Stichwahl,Stich,Wahl,14.0
Brandanschlag,Brand,Anschlag,14.0
Freundschaftsspiel,Freundschaft,Spiel,14.0
Nachbargemeinde,Nachbar,Gemeinde,14.0
Großaktionär,groß,Aktionär,14.0
Fremdenverkehr,Fremde,Verkehr,14.0
Spielgemeinschaft,Spiel,Gemeinschaft,14.0
Kulturverein,Kultur,Verein,14.0
Dachverband,Dach,Verband,14.0
Brennpunkt,brennen,Punkt,14.0
Fragezeichen,Frage,Zeichen,14.0
Aufholjagd,aufholen,Jagd,14.0
Sachverhalt,Sache,Verhalt,14.0
Frauengemeinschaft,Frau,Gemeinschaft,14.0
Frauenhaus,Frau,Haus,14.0
Briefkasten,Brief,Kasten,14.0
Zeitdruck,Zeit,Druck,14.0
Tageslicht,Tag,Licht,14.0
Wahrzeichen,wahr,Zeichen,14.0
Fragebogen,Frage,Bogen,14.0
Kofferraum,Koffer,Raum,14.0
Webseite,Web,Seite,14.0
Tagesordnungspunkt,Tagesordnung,Punkt,14.0
Verhandlungstag,Verhandlung,Tag,14.0
Briefmarke,Brief,Marke,14.0
Volksgruppe,Volk,Gruppe,14.0
Kulturpolitik,Kultur,Politik,14.0
Weinbau,Wein,Bau,14.0
Bauwirtschaft,Bau,Wirtschaft,14.0
Weihnachtsfest,Weihnachten,Fest,14.0
Anleihe,an,Leihe,14.0
Musikkapelle,Musik,Kapelle,14.0
Bauvorhaben,Bau,Vorhaben,14.0
Musikhochschule,Musik,Hochschule,14.0
Musikgruppe,Musik,Gruppe,14.0
Stimmzettel,Stimme,Zettel,14.0
Schneefall,Schnee,Fall,14.0
Anlaufstelle,Anlauf,Stelle,14.0
Saisonauftakt,Saison,Auftakt,14.0
Brennstoff,brennen,Stoff,14.0
Personalabbau,Personal,Abbau,14.0
Saisonbeginn,Saison,Beginn,14.0
Computerspiel,Computer,Spiel,14.0
Skifahrer,Ski,Fahrer,14.0
Sackgasse,Sack,Gasse,14.0
Personalkosten,Personal,Kosten,14.0
Landesmeisterschaft,Land,Meisterschaft,14.0
Freiraum,frei,Raum,14.0
Umweltschützer,Umwelt,Schützer,14.0
Heiligabend,heilig,Abend,14.0
Schnittstelle,Schnitt,Stelle,14.0
Pfarrhaus,Pfarre,Haus,14.0
Skigebiet,Ski,Gebiet,14.0
Hörsaal,hören,Saal,14.0
Westdeutschland,Westen,Deutschland,14.0
Zeitgeist,Zeit,Geist,14.0
Spielbeginn,Spiel,Beginn,14.0
Pfarrgemeinderat,Pfarre,Gemeinderat,14.0
Mundart,Mund,Art,14.0
Multimedia,multi,Media,14.0
Tabellenspitze,Tabelle,Spitze,14.0
Anhaltspunkt,Anhalt,Punkt,14.0
Freiherr,frei,Herr,14.0
Pfarrsaal,Pfarre,Saal,14.0
Pfarrzentrum,Pfarre,Zentrum,14.0
Lebensgefahr,Leben,Gefahr,14.0
Saisonziel,Saison,Ziel,14.0
Freigabe,frei,Gabe,14.0
Lebensfreude,Leben,Freude,14.0
Westjordanland,Westen,Jordanland,14.0
Tagblatt,Tag,Blatt,14.0
Facharzt,Fach,Arzt,14.0
Foulspiel,Foul,Spiel,14.0
Vorschein,vor,Schein,14.0
Kulturkreis,Kultur,Kreis,14.0
Tagesschau,Tag,Schau,14.0
Personenwagen,Person,Wagen,14.0
Sachbeschädigung,Sache,Beschädigung,14.0
Schmuckstück,Schmuck,Stück,14.0
Vorgangsweise,Vorgang,Weise,14.0
Lebenserwartung,Leben,Erwartung,14.0
Saisonspiel,Saison,Spiel,14.0
Pfadfinder,Pfad,Finder,14.0
Sachbearbeiter,Sache,Bearbeiter,14.0
Musiktheater,Musik,Theater,14.0
Spielbetrieb,Spiel,Betrieb,14.0
Jugendgruppe,Jugend,Gruppe,14.0
Kanzlerkandidat,Kanzler,Kandidat,14.0
Handwerkskammer,Handwerk,Kammer,14.0
Vorgehensweise,Vorgehen,Weise,14.0
Vorgeschichte,vor,Geschichte,14.0
Amtskollege,Amt,Kollege,14.0
Parkhaus,parken,Haus,14.0
Ernstfall,ernst,Fall,14.0
Sängerbund,Sänger,Bund,14.0
Amtsinhaber,Amt,Inhaber,14.0
Steuererhöhung,Steuer,Erhöhung,14.0
Vorstadt,vor,Stadt,14.0
Atombombe,Atom,Bombe,14.0
Waffenstillstand,Waffe,Stillstand,14.0
Steuereinnahme,Steuer,Einnahme,14.0
Glücksfall,Glück,Fall,14.0
Mitschüler,mit,Schüler,14.0
Antragsteller,Antrag,Steller,14.0
Klassenzimmer,Klasse,Zimmer,14.0
Leitzins,leiten,Zins,14.0
Bestandsaufnahme,Bestand,Aufnahme,14.0
Rückendeckung,Rücken,Deckung,14.0
Eröffnungsfeier,Eröffnung,Feier,14.0
Führungstreffer,Führung,Treffer,14.0
Pokalsieger,Pokal,Sieger,14.0
Förderkreis,fördern,Kreis,14.0
Turniersieg,Turnier,Sieg,14.0
Jungfrau,jung,Frau,14.0
Familienangehörige,Familie,Angehörige,14.0
Kraftstoff,Kraft,Stoff,14.0
Schlusspfiff,Schluss,Pfiff,14.0
Sicherheitsvorkehrung,Sicherheit,Vorkehrung,14.0
Nachtragshaushalt,Nachtrag,Haushalt,14.0
Rückgabe,rück,Gabe,14.0
Steuergeld,Steuer,Geld,14.0
Schlussminute,Schluss,Minute,14.0
Schlussmann,Schluss,Mann,14.0
Strafkammer,Strafe,Kammer,14.0
Atomenergie,Atom,Energie,14.0
Familienbildungsstätte,Familie,Bildungsstätte,14.0
Rückfahrt,rück,Fahrt,14.0
Informationsabend,Information,Abend,14.0
Polizeibericht,Polizei,Bericht,14.0
Platzverweis,Platz,Verweis,14.0
Mitmensch,mit,Mensch,14.0
Polizeichef,Polizei,Chef,14.0
Polizeipräsidium,Polizei,Präsidium,14.0
Kunsthaus,Kunst,Haus,14.0
Landfrau,Land,Frau,14.0
Familienmitglied,Familie,Mitglied,14.0
Schlosspark,Schloss,Park,14.0
Strafstoß,Strafe,Stoß,14.0
Tierschützer,Tier,Schützer,14.0
Polizeipräsident,Polizei,Präsident,14.0
Sanierungsarbeit,Sanierung,Arbeit,14.0
Südwesten,Süden,Westen,14.0
Landeskirche,Land,Kirche,14.0
Spielminute,Spiel,Minute,14.0
Lebenslauf,Leben,Lauf,14.0
Amoklauf,Amok,Lauf,14.0
Fußballfan,Fußball,Fan,14.0
Rosengarten,Rose,Garten,14.0
Zeitreise,Zeit,Reise,14.0
Mitbegründer,mit,Begründer,14.0
Mitbewerber,mit,Bewerber,14.0
Hoffnungsträger,Hoffnung,Träger,14.0
Polizeidirektion,Polizei,Direktion,14.0
Tierschutzverein,Tierschutz,Verein,14.0
Mitgliedsland,Mitglied,Land,14.0
Volksfest,Volk,Fest,14.0
Spielmacher,Spiel,Macher,14.0
Bombenanschlag,Bombe,Anschlag,14.0
Mitgliederzahl,Mitglied,Zahl,14.0
Bauprojekt,Bau,Projekt,14.0
Rotwein,rot,Wein,14.0
Tarifverhandlung,Tarif,Verhandlung,14.0
Steuerberater,Steuer,Berater,14.0
Zwangsarbeiter,Zwang,Arbeiter,14.0
Hauptfigur,haupt,Figur,14.0
Spielmannszug,Spielmann,Zug,14.0
Handlungsbedarf,Handlung,Bedarf,14.0
Gruppenspiel,Gruppe,Spiel,14.0
Klassenverbleib,Klasse,Verbleib,14.0
Rückhalt,rück,Halt,14.0
Jahrtausendwende,Jahrtausend,Wende,14.0
Steuerhinterziehung,Steuer,Hinterziehung,14.0
Aufwärtstrend,aufwärts,Trend,14.0
Jugendheim,Jugend,Heim,14.0
Jugendherberge,Jugend,Herberge,14.0
Mobiltelefon,mobil,Telefon,14.0
Aufwind,auf,Wind,14.0
Steuersignal,steuern,Signal,14.0
Handschuh,Hand,Schuh,14.0
Zwischenzeit,zwischen,Zeit,14.0
Steuersenkung,Steuer,Senkung,14.0
Steuersatz,Steuer,Satz,14.0
Handschrift,Hand,Schrift,14.0
Baustein,Bau,Stein,14.0
Kreditinstitut,Kredit,Institut,14.0
Mobilfunk,mobil,Funk,14.0
Zeigefinger,zeigen,Finger,14.0
Vorfreude,vor,Freude,14.0
Parteimitglied,Partei,Mitglied,14.0
Handtasche,Hand,Tasche,14.0
