compound,modifier,head,frequency_class
Abschlussturnier,Abschluss,Turnier,19.0
Abschlussveranstaltung,Abschluss,Veranstaltung,16.0
Abschlussvorstellung,Abschluss,Vorstellung,20.0
Abschlussvortrag,Abschluss,Vortrag,21.0
Abschlusswiderstand,Abschluss,Widerstand,
Abschlusswochenende,Abschluss,Wochenende,
Abschlusszahlung,Abschluss,Zahlung,22.0
Abschlusszeremonie,Abschluss,Zeremonie,20.0
Abschlusszertifikat,Abschluss,Zertifikat,21.0
Abschlusszeugnis,Abschluss,Zeugnis,17.0
Abschlussübung,Abschluss,Übung,19.0
Abschnitt,ab,Schnitt,
Abschnittsüberschrift,Abschnitt,Überschrift,
Abschottungspolitik,Abschottung,Politik,20.0
Abschreckungseffekt,Abschreckung,Effekt,20.0
Abschreckungsmaßnahme,Abschreckung,Maßnahme,21.0
Abschreckungsmittel,Abschreckung,Mittel,22.0
Abschreckungspolitik,Abschreckung,Politik,21.0
Abschreckungswirkung,Abschreckung,Wirkung,20.0
Abschreibungsmethode,Abschreibung,Methode,
Abschreibungsmöglichkeit,Abschreibung,Möglichkeit,18.0
Abschreibungssatz,Abschreibung,Satz,20.0
Abschreibungszeitraum,Abschreibung,Zeitraum,22.0
Abschussanlage,Abschuss,Anlage,
Abschussliste,Abschuss,Liste,18.0
Abschussplan,Abschuss,Plan,19.0
Abschussrampe,Abschuss,Rampe,19.0
Abschussvorrichtung,Abschuss,Vorrichtung,21.0
Abschusszahl,Abschuss,Zahl,19.0
Abseite,ab,Seite,21.0
Abseitsentscheidung,Abseits,Entscheidung,19.0
Abseitsfalle,Abseits,Falle,18.0
Abseitspfiff,Abseits,Pfiff,20.0
Abseitsposition,Abseits,Position,18.0
Abseitsregel,Abseits,Regel,19.0
Abseitsstellung,Abseits,Stellung,17.0
Abseitstor,Abseits,Tor,18.0
Absenderadresse,Absender,Adresse,20.0
Absenderangabe,Absender,Angabe,20.0
Absetzbecken,absetzen,Becken,21.0
Absetzbewegung,absetzen,Bewegung,19.0
Absicherungsgeschäft,Absicherung,Geschäft,21.0
Absicherungsmaßnahme,Absicherung,Maßnahme,21.0
Absichtserklärung,Absicht,Erklärung,15.0
Absolutbetrag,absolut,Betrag,
Absolutheitsanspruch,Absolutheit,Anspruch,19.0
Absolventenzahl,Absolvent,Zahl,20.0
Absonderungsrecht,Absonderung,Recht,
Absorptionsfähigkeit,Absorption,Fähigkeit,22.0
Absorptionsgrad,Absorption,Grad,
Absorptionskoeffizient,Absorption,Koeffizient,
Absorptionslinie,Absorption,Linie,22.0
Absorptionsmaximum,Absorption,Maximum,
Absorptionsspektrum,Absorption,Spektrum,23.0
Absorptionsvermögen,Absorption,Vermögen,
Abspann,ab,Spann,18.0
Abspannmast,abspannen,Mast,23.0
Abspannseil,abspannen,Seil,
Absperrband,absperren,Band,18.0
Absperrbauwerk,absperren,Bauwerk,
Absperrgitter,absperren,Gitter,17.0
Absperrhahn,absperren,Hahn,22.0
Absperrkette,absperren,Kette,21.0
Absperrmaßnahme,absperren,Maßnahme,20.0
Absperrschieber,absperren,Schieber,23.0
Absperrventil,absperren,Ventil,21.0
Absperrvorrichtung,absperren,Vorrichtung,23.0
Absperrzaun,absperren,Zaun,20.0
Abspielfehler,Abspiel,Fehler,17.0
Abspielgerät,abspielen,Gerät,18.0
Abspielmöglichkeit,Abspiel,Möglichkeit,22.0
Abspielprogramm,abspielen,Programm,
Absprunghöhe,Absprung,Höhe,21.0
Absprungstelle,Absprung,Stelle,
Abstammungsgemeinschaft,Abstammung,Gemeinschaft,23.0
Abstammungslehre,Abstammung,Lehre,21.0
Abstammungslinie,Abstammung,Linie,21.0
Abstammungsnachweis,Abstammung,Nachweis,22.0
Abstammungsrecht,Abstammung,Recht,22.0
Abstammungstafel,Abstammung,Tafel,
Abstammungsurkunde,Abstammung,Urkunde,22.0
Abstammungsverhältnis,Abstammung,Verhältnis,
Abstandhalter,Abstand,Halter,21.0
Abstandsfläche,Abstand,Fläche,20.0
Abstandsgebot,Abstand,Gebot,22.0
Abstandsregel,Abstand,Regel,
Abstandssumme,Abstand,Summe,22.0
Abstandszahlung,Abstand,Zahlung,20.0
Abstaubertor,Abstauber,Tor,19.0
Abstellanlage,abstellen,Anlage,20.0
Abstellbahnhof,abstellen,Bahnhof,23.0
Abstellfläche,abstellen,Fläche,18.0
Abstellgleis,abstellen,Gleis,16.0
Abstellkammer,abstellen,Kammer,18.0
Abstellmöglichkeit,abstellen,Möglichkeit,19.0
Abstellplatz,abstellen,Platz,16.0
Abstellposition,abstellen,Position,22.0
Abstellraum,abstellen,Raum,17.0
Abstellverschlag,abstellen,Verschlag,
Abstiegsangst,Abstieg,Angst,18.0
Abstiegsduell,Abstieg,Duell,18.0
Abstiegsgefahr,Abstieg,Gefahr,16.0
Abstiegsgespenst,Abstieg,Gespenst,17.0
Abstiegsjahr,Abstieg,Jahr,21.0
Abstiegskampf,Abstieg,Kampf,13.0
Abstiegskandidat,Abstieg,Kandidat,15.0
Abstiegskonkurrent,Abstieg,Konkurrent,19.0
Abstiegsplatz,Abstieg,Platz,15.0
Abstiegsrang,Abstieg,Rang,16.0
Abstiegsregelung,Abstieg,Regelung,19.0
Abstiegsrunde,Abstieg,Runde,15.0
Abstiegssaison,Abstieg,Saison,20.0
Abstiegszone,Abstieg,Zone,16.0
Abstimmungsbedarf,Abstimmung,Bedarf,19.0
Abstimmungsergebnis,Abstimmung,Ergebnis,16.0
Abstimmungsfehler,Abstimmung,Fehler,20.0
Abstimmungsgebiet,Abstimmung,Gebiet,23.0
Abstimmungsgespräch,Abstimmung,Gespräch,19.0
Abstimmungskampagne,Abstimmung,Kampagne,
Abstimmungskampf,Abstimmung,Kampf,17.0
Abstimmungsmodus,Abstimmung,Modus,20.0
Abstimmungsniederlage,Abstimmung,Niederlage,17.0
Abstimmungsphase,Abstimmung,Phase,
Abstimmungsproblem,Abstimmung,Problem,17.0
Abstimmungsprozess,Abstimmung,Prozess,19.0
Abstimmungsregel,Abstimmung,Regel,20.0
Abstimmungsresultat,Abstimmung,Resultat,18.0
Abstimmungsrunde,Abstimmung,Runde,21.0
Abstimmungsschwierigkeit,Abstimmung,Schwierigkeit,19.0
Abstimmungstag,Abstimmung,Tag,21.0
Abstimmungstermin,Abstimmung,Termin,19.0
Abstimmungsverfahren,Abstimmung,Verfahren,18.0
Abstimmungsverhalten,Abstimmung,Verhalten,16.0
Abstimmungszeitraum,Abstimmung,Zeitraum,
Abstimmungszone,Abstimmung,Zone,
Abstinenzbewegung,Abstinenz,Bewegung,23.0
Abstoßungsreaktion,Abstoßung,Reaktion,19.0
Abstraktionsebene,Abstraktion,Ebene,23.0
Abstraktionsfähigkeit,Abstraktion,Fähigkeit,23.0
Abstraktionsgrad,Abstraktion,Grad,21.0
Abstraktionsniveau,Abstraktion,Niveau,22.0
Abstraktionsstufe,Abstraktion,Stufe,
Abstraktionsvermögen,Abstraktion,Vermögen,21.0
Abstreichgitter,abstreichen,Gitter,
Abstrichzentrum,Abstrich,Zentrum,
Absturzgebiet,Absturz,Gebiet,21.0
Absturzgefahr,Absturz,Gefahr,19.0
Absturzort,Absturz,Ort,19.0
Absturzsicherung,Absturz,Sicherung,20.0
Absturzstelle,Absturz,Stelle,17.0
Absturzursache,Absturz,Ursache,17.0
Abstützvorrichtung,abstützen,Vorrichtung,
Abszissenachse,Abszisse,Achse,
Abtastfrequenz,abtasten,Frequenz,
Abtastrate,abtasten,Rate,
Abtastwert,abtasten,Wert,
Abteigebäude,Abtei,Gebäude,
Abteikirche,Abtei,Kirche,16.0
Abteilungschef,Abteilung,Chef,19.0
Abteilungsdirektor,Abteilung,Direktor,19.0
Abteilungsleiter,Abteilung,Leiter,13.0
Abteilungsleiterebene,Abteilungsleiter,Ebene,22.0
Abteilungsleitung,Abteilung,Leitung,18.0
Abteilungspräsident,Abteilung,Präsident,21.0
Abteilungsversammlung,Abteilung,Versammlung,19.0
Abteilungsvorstand,Abteilung,Vorstand,18.0
Abteilwagen,Abteil,Wagen,22.0
Abtreibungsbefürworter,Abtreibung,Befürworter,21.0
Abtreibungsfrage,Abtreibung,Frage,19.0
Abtreibungsgegner,Abtreibung,Gegner,17.0
Abtreibungsgesetz,Abtreibung,Gesetz,19.0
Abtreibungsklinik,Abtreibung,Klinik,19.0
Abtreibungspille,Abtreibung,Pille,17.0
Abtreibungsrecht,Abtreibung,Recht,17.0
Abtreibungsverbot,Abtreibung,Verbot,19.0
Abtretungsvertrag,Abtretung,Vertrag,
Abtropfgewicht,abtropfen,Gewicht,24.0
Abtropfsieb,abtropfen,Sieb,
Abtsstab,Abt,Stab,
Abtswahl,Abt,Wahl,
Abwahlantrag,Abwahl,Antrag,18.0
Abwanderungsgedanke,Abwanderung,Gedanke,19.0
Abwanderungstendenz,Abwanderung,Tendenz,20.0
Abwanderungswelle,Abwanderung,Welle,21.0
Abwaschbecken,Abwasch,Becken,23.0
Abwaschwasser,Abwasch,Wasser,22.0
Abwasser,ab,Wasser,14.0
Abwasseranalyse,Abwasser,Analyse,
Abwasseranlage,Abwasser,Anlage,18.0
Abwasseranschluss,Abwasser,Anschluss,21.0
Abwasseraufbereitung,Abwasser,Aufbereitung,21.0
Abwasserbehandlung,Abwasser,Behandlung,20.0
Abwasserbehandlungsanlage,Abwasserbehandlung,Anlage,22.0
Abwasserbelastung,Abwasser,Belastung,21.0
Abwasserbeseitigung,Abwasser,Beseitigung,16.0
Abwasserentsorgung,Abwasser,Entsorgung,17.0
Abwassergebühr,Abwasser,Gebühr,17.0
Abwassergraben,Abwasser,Graben,22.0
Abwasserkanal,Abwasser,Kanal,17.0
Abwasserkanalisation,Abwasser,Kanalisation,21.0
Abwasserkosten,Abwasser,Kosten,21.0
Abwasserleitung,Abwasser,Leitung,18.0
Abwasserloch,Abwasser,Loch,
Abwassermenge,Abwasser,Menge,19.0
Abwassernetz,Abwasser,Netz,19.0
Abwasserreinigung,Abwasser,Reinigung,18.0
Abwasserreinigungsanlage,Abwasserreinigung,Anlage,18.0
Abwasserrohr,Abwasser,Rohr,18.0
Abwassersammler,Abwasser,Sammler,
Abwasserschacht,Abwasser,Schacht,21.0
Abwassersystem,Abwasser,System,18.0
Abwassertank,Abwasser,Tank,21.0
Abwassertechnik,Abwasser,Technik,19.0
Abwasseruntersuchung,Abwasser,Untersuchung,
Abwasserverband,Abwasser,Verband,17.0
Abwasserwirtschaft,Abwasser,Wirtschaft,21.0
Abwasserzweckverband,Abwasser,Zweckverband,18.0
Abwechslungsreichtum,Abwechslung,Reichtum,20.0
Abweg,ab,Weg,17.0
Abwehrarbeit,Abwehr,Arbeit,16.0
Abwehrbereich,Abwehr,Bereich,18.0
Abwehrbereitschaft,Abwehr,Bereitschaft,22.0
Abwehrbewegung,Abwehr,Bewegung,21.0
Abwehrbollwerk,abwehren,Bollwerk,18.0
Abwehrchance,Abwehr,Chance,18.0
Abwehrchef,Abwehr,Chef,15.0
Abwehrdienst,Abwehr,Dienst,21.0
Abwehrfehler,Abwehr,Fehler,16.0
Abwehrfeuer,Abwehr,Feuer,21.0
Abwehrfrau,Abwehr,Frau,
Abwehrfront,Abwehr,Front,20.0
Abwehrfunktion,Abwehr,Funktion,22.0
Abwehrhaltung,Abwehr,Haltung,18.0
Abwehrkampf,Abwehr,Kampf,17.0
Abwehrkanone,Abwehr,Kanone,
Abwehrkraft,Abwehr,Kraft,17.0
Abwehrleistung,Abwehr,Leistung,16.0
Abwehrmann,Abwehr,Mann,18.0
Abwehrmauer,Abwehr,Mauer,19.0
Abwehrmaßnahme,Abwehr,Maßnahme,18.0
Abwehrmechanismus,Abwehr,Mechanismus,19.0
Abwehrmittel,Abwehr,Mittel,21.0
Abwehrmöglichkeit,Abwehr,Möglichkeit,19.0
Abwehrposition,Abwehr,Position,21.0
Abwehrrakete,Abwehr,Rakete,19.0
Abwehrreaktion,Abwehr,Reaktion,18.0
Abwehrrecht,Abwehr,Recht,20.0
Abwehrreflex,Abwehr,Reflex,20.0
Abwehrreihe,Abwehr,Reihe,16.0
Abwehrriegel,Abwehr,Riegel,18.0
Abwehrschlacht,Abwehr,Schlacht,18.0
Abwehrschnitzer,Abwehr,Schnitzer,19.0
Abwehrschwäche,Abwehr,Schwäche,18.0
Abwehrseite,Abwehr,Seite,17.0
Abwehrspezialist,Abwehr,Spezialist,19.0
Abwehrspieler,Abwehr,Spieler,14.0
Abwehrstellung,Abwehr,Stellung,21.0
Abwehrstoff,Abwehr,Stoff,19.0
Abwehrstrategie,Abwehr,Strategie,19.0
Abwehrsystem,Abwehr,System,17.0
Abwehrtechnik,Abwehr,Technik,20.0
Abwehrverhalten,Abwehr,Verhalten,17.0
Abwehrversuch,Abwehr,Versuch,19.0
Abwehrwaffe,Abwehr,Waffe,
Abwehrzauber,Abwehr,Zauber,21.0
Abwehrzelle,Abwehr,Zelle,19.0
Abwehrzentrum,Abwehr,Zentrum,18.0
Abweichungsanalyse,Abweichung,Analyse,
Abwertungsdruck,Abwertung,Druck,20.0
Abwicklungsanstalt,Abwicklung,Anstalt,
Abwicklungsbank,Abwicklung,Bank,
Abwicklungsbehörde,Abwicklung,Behörde,
Abwicklungsprozess,Abwicklung,Prozess,
Abwind,ab,Wind,20.0
Abwrackwerft,abwracken,Werft,
Abwägungsprozess,Abwägung,Prozess,19.0
Abwärme,ab,Wärme,17.0
Abwärmenutzung,Abwärme,Nutzung,21.0
Abwärtsbewegung,abwärts,Bewegung,18.0
Abwärtsentwicklung,abwärts,Entwicklung,20.0
Abwärtssog,abwärts,Sog,19.0
Abwärtsspirale,abwärts,Spirale,18.0
Abwärtsstrudel,abwärts,Strudel,20.0
Abwärtstendenz,abwärts,Tendenz,20.0
Abwärtstrend,abwärts,Trend,15.0
Abziehbild,abziehen,Bild,18.0
Abziehkelle,abziehen,Kelle,
Abziehlatte,abziehen,Latte,
Abziehstein,abziehen,Stein,
Abzugsbetrag,Abzug,Betrag,21.0
Abzugsbügel,Abzug,Bügel,
Abzugsgewicht,Abzug,Gewicht,
Abzugshaube,Abzug,Haube,21.0
Abzugshebel,Abzug,Hebel,
Abzugskanal,Abzug,Kanal,24.0
Abzugsmöglichkeit,Abzug,Möglichkeit,20.0
Abzweigdose,Abzweig,Dose,
Abzweiggleis,Abzweig,Gleis,
Abzweigstelle,Abzweig,Stelle,23.0
Abzählreim,abzählen,Reim,20.0
Abzählvers,abzählen,Vers,23.0
Abänderungsantrag,Abänderung,Antrag,18.0
Achateule,Achat,Eule,
Achillesferse,Achilles,Ferse,17.0
Achillessehne,Achilles,Sehne,16.0
Achillessehnenproblem,Achillessehne,Problem,19.0
Achillessehnenriss,Achillessehne,Riss,19.0
Achillessehnenverletzung,Achillessehne,Verletzung,19.0
Achlaut,ach,Laut,
Achsabstand,Achse,Abstand,23.0
Achsantrieb,Achse,Antrieb,24.0
Achsbruch,Achse,Bruch,20.0
Achsdruck,Achse,Druck,23.0
Achselhaar,Achsel,Haar,21.0
Achselhöhle,Achsel,Höhle,18.0
Achselschweiß,Achsel,Schweiß,21.0
Achselzucken,Achsel,Zucken,17.0
Achsenabschnitt,Achse,Abschnitt,
Achsenkreuz,Achse,Kreuz,22.0
Achsenmacht,Achse,Macht,19.0
Achsenstand,Achse,Stand,
Achsensymmetrie,Achse,Symmetrie,23.0
Achsfolge,Achse,Folge,
Achslager,Achse,Lager,22.0
Achslast,Achse,Last,20.0
Achsrichtung,Achse,Richtung,
Achsschenkel,Achse,Schenkel,22.0
Achsschenkellenkung,Achsschenkel,Lenkung,
Achteck,acht,Eck,20.0
Achtelfinale,Achtel,Finale,13.0
Achtelfinalhinspiel,Achtelfinale,Hinspiel,
Achtelfinalrückspiel,Achtelfinale,Rückspiel,
Achtelfinalspiel,Achtelfinale,Spiel,18.0
Achtelnote,Achtel,Note,22.0
Achterbahn,achter,Bahn,16.0
Achterbahnfahrt,Achterbahn,Fahrt,17.0
Achterdeck,achter,Deck,20.0
Achterreihe,achter,Reihe,24.0
Achterschiff,achter,Schiff,22.0
Achtersteven,achter,Steven,24.0
Achtkampf,acht,Kampf,20.0
Achtsamkeitsübung,Achtsamkeit,Übung,
Achtungserfolg,Achtung,Erfolg,16.0
Achtzylinder,acht,Zylinder,18.0
Ackerbau,Acker,Bau,16.0
Ackerbauer,Acker,Bauer,19.0
Ackerbaufläche,Ackerbau,Fläche,
Ackerboden,Acker,Boden,18.0
Ackerbohne,Acker,Bohne,21.0
Ackerbürger,Acker,Bürger,22.0
Ackerbürgerhaus,Ackerbürger,Haus,
Ackerbürgerstadt,Ackerbürger,Stadt,22.0
Ackerfeld,Acker,Feld,
Ackerfläche,Acker,Fläche,17.0
Ackerfrauenmantel,Acker,Frauenmantel,
Ackerfurche,Acker,Furche,20.0
Ackergaul,Acker,Gaul,20.0
Ackergerät,Acker,Gerät,20.0
Ackerglockenblume,Acker,Glockenblume,
Ackergrenze,Acker,Grenze,
Ackerhahnenfuß,Acker,Hahnenfuß,
Ackerhornkraut,Acker,Hornkraut,
Ackerkohl,Acker,Kohl,
Ackerkrume,Acker,Krume,22.0
Ackerland,Acker,Land,16.0
Ackerlandschaft,Acker,Landschaft,
Ackerlichtnelke,Acker,Lichtnelke,
Ackermann,Acker,Mann,
Ackermeister,Acker,Meister,
Ackerminze,Acker,Minze,
Ackerrettich,Acker,Rettich,
Ackerröte,Acker,Röte,
Ackersalat,Acker,Salat,25.0
Ackerschachtelhalm,Acker,Schachtelhalm,22.0
Ackerschlepper,Acker,Schlepper,20.0
Ackerschmalwand,Acker,Schmalwand,20.0
Ackerscholle,Acker,Scholle,22.0
Ackersenf,Acker,Senf,23.0
Ackerstreifen,Acker,Streifen,
Ackerwalze,Acker,Walze,
Ackerweg,Acker,Weg,
Ackerwildkraut,Acker,Wildkraut,22.0
Acrylamid,Acryl,Amid,19.0
Acrylbild,Acryl,Bild,17.0
Acrylfarbe,Acryl,Farbe,17.0
Acrylglas,Acryl,Glas,19.0
Acrylharz,Acryl,Harz,22.0
Acrylmalerei,Acryl,Malerei,18.0
Acrylsäure,Acryl,Säure,22.0
Actionfigur,Action,Figur,22.0
Actionfilm,Action,Film,16.0
Actiongenre,Action,Genre,23.0
Actionheld,Action,Held,19.0
Actionkino,Action,Kino,20.0
Actionkomödie,Action,Komödie,19.0
Actionsequenz,Action,Sequenz,21.0
Actionserie,Action,Serie,20.0
Actionspiel,Action,Spiel,20.0
Actionstreifen,Action,Streifen,21.0
Actionszene,Action,Szene,19.0
Actionthriller,Action,Thriller,19.0
Actiontitel,Action,Titel,
Adamsapfel,Adam,Apfel,21.0
Adamskostüm,Adam,Kostüm,20.0
Addiermaschine,addieren,Maschine,
Additionstheorem,Addition,Theorem,
Adduktorenzerrung,Adduktor,Zerrung,18.0
Adelsbezeichnung,Adel,Bezeichnung,
Adelsbrief,Adel,Brief,22.0
Adelsfamilie,Adel,Familie,17.0
Adelsgeschlecht,Adel,Geschlecht,17.0
Adelsgesellschaft,Adel,Gesellschaft,21.0
Adelshaus,Adel,Haus,18.0
Adelsherr,Adel,Herr,
Adelsherrschaft,Adel,Herrschaft,22.0
Adelshof,Adel,Hof,20.0
Adelsklasse,Adel,Klasse,24.0
Adelsmatrikel,Adel,Matrikel,
Adelsname,Adel,Name,22.0
Adelsopposition,Adel,Opposition,
Adelspalast,Adel,Palast,21.0
Adelsprivileg,Adel,Privileg,24.0
Adelsprädikat,Adel,Prädikat,20.0
Adelsrang,Adel,Rang,24.0
Adelsrepublik,Adel,Republik,22.0
Adelsschicht,Adel,Schicht,
Adelssitz,Adel,Sitz,19.0
Adelsstand,Adel,Stand,18.0
Adelstitel,Adel,Titel,18.0
Adelsverband,Adel,Verband,
Adelswappen,Adel,Wappen,
Aderbündel,Ader,Bündel,
Aderhaut,Ader,Haut,23.0
Aderlass,Ader,Lass,16.0
Adernetz,Ader,Netz,
Adernpaar,Ader,Paar,
Adhäsionskraft,Adhäsion,Kraft,24.0
Adlerauge,Adler,Auge,19.0
Adlerblick,Adler,Blick,22.0
Adlerfarn,Adler,Farn,23.0
Adlerfarnspinner,Adlerfarn,Spinner,
Adlerfeder,Adler,Feder,21.0
Adlerflügel,Adler,Flügel,22.0
Adlerhorst,Adler,Horst,19.0
Adlerkopf,Adler,Kopf,22.0
Adlernase,Adler,Nase,21.0
Adlernest,Adler,Nest,
Adlerorden,Adler,Orden,21.0
Adlershof,Adler,Hof,
Administrationsrecht,Administration,Recht,
Administrativhaft,administrativ,Haft,21.0
Administratorrecht,Administrator,Recht,
Admiralstab,Admiral,Stab,
Adonislibelle,Adonis,Libelle,
Adonisröschen,Adonis,Röschen,
Adoptionsrecht,Adoption,Recht,19.0
Adoptionsstelle,Adoption,Stelle,21.0
Adoptionsverfahren,Adoption,Verfahren,21.0
Adoptionsvermittlung,Adoption,Vermittlung,21.0
Adoptionsvermittlungsstelle,Adoption,Vermittlungsstelle,
Adoptivbruder,adoptieren,Bruder,22.0
Adoptiveltern,adoptieren,Eltern,17.0
Adoptivfamilie,adoptieren,Familie,19.0
Adoptivkind,adoptieren,Kind,18.0
Adoptivmutter,adoptieren,Mutter,19.0
Adoptivschwester,adoptieren,Schwester,22.0
Adoptivsohn,adoptieren,Sohn,18.0
Adoptivtochter,adoptieren,Tochter,18.0
Adoptivvater,adoptieren,Vater,19.0
Adrenalinausschüttung,Adrenalin,Ausschüttung,22.0
Adrenalinausstoß,Adrenalin,Ausstoß,21.0
Adrenalinpegel,Adrenalin,Pegel,
Adrenalinschub,Adrenalin,Schub,20.0
Adrenalinspiegel,Adrenalin,Spiegel,19.0
Adrenalinstoß,Adrenalin,Stoß,19.0
Adressangabe,Adresse,Angabe,
Adressatenkreis,Adressat,Kreis,21.0
Adressaufkleber,Adresse,Aufkleber,22.0
Adressbereich,Adresse,Bereich,
Adressbuch,Adresse,Buch,17.0
Adressdatei,Adresse,Datei,22.0
Adresseintrag,Adresse,Eintrag,
Adressenliste,Adresse,Liste,19.0
Adressfeld,Adresse,Feld,
Adressleiste,Adresse,Leiste,
Adressraum,Adresse,Raum,
Adressteil,Adresse,Teil,
Adressverzeichnis,Adresse,Verzeichnis,21.0
Adresszeile,Adresse,Zeile,
Adressänderung,Adresse,Änderung,20.0
Adriaküste,Adria,Küste,18.0
Adventgemeinde,Advent,Gemeinde,18.0
Adventsabend,Advent,Abend,20.0
Adventsbasar,Advent,Basar,16.0
Adventsfeier,Advent,Feier,16.0
Adventsfest,Advent,Fest,21.0
Adventsgesteck,Advent,Gesteck,18.0
Adventsgottesdienst,Advent,Gottesdienst,19.0
Adventskaffee,Advent,Kaffee,18.0
Adventskalender,Advent,Kalender,15.0
Adventskerze,Advent,Kerze,20.0
Adventskonzert,Advent,Konzert,15.0
Adventskranz,Advent,Kranz,16.0
Adventslied,Advent,Lied,18.0
Adventsmarkt,Advent,Markt,16.0
Adventsmusik,Advent,Musik,19.0
Adventsnachmittag,Advent,Nachmittag,18.0
Adventsprogramm,Advent,Programm,
Adventssamstag,Advent,Samstag,17.0
Adventsschmuck,Advent,Schmuck,19.0
Adventssingen,Advent,Singen,17.0
Adventssonntag,Advent,Sonntag,16.0
Adventsstimmung,Advent,Stimmung,19.0
Adventswoche,Advent,Woche,20.0
Adventswochenende,Advent,Wochenende,17.0
Adventszeit,Advent,Zeit,15.0
Adverbialsatz,adverbial,Satz,
Aerodynamik,aero,Dynamik,17.0
Aerosalon,aero,Salon,23.0
Affektenlehre,Affekt,Lehre,23.0
Affekthandlung,Affekt,Handlung,20.0
Affektkontrolle,Affekt,Kontrolle,23.0
Affekttat,Affekt,Tat,
Affenart,Affe,Art,19.0
Affenbande,Affe,Bande,
Affenhand,Affe,Hand,
Affenhaus,Affe,Haus,19.0
Affenhitze,affen,Hitze,20.0
Affenkopf,Affe,Kopf,22.0
Affenkostüm,Affe,Kostüm,
Affenkäfig,Affe,Käfig,21.0
Affenliebe,Affe,Liebe,21.0
Affenmensch,Affe,Mensch,20.0
Affentanz,Affe,Tanz,21.0
Affentempo,affen,Tempo,21.0
Affentheater,affen,Theater,18.0
Affenversuch,Affe,Versuch,20.0
Affenzirkus,Affe,Zirkus,21.0
Afrikaforscher,Afrika,Forscher,21.0
Afrikameisterschaft,Afrika,Meisterschaft,20.0
Afrikapolitik,Afrika,Politik,20.0
Afrikareise,Afrika,Reise,20.0
Afroamerikaner,afro,Amerikaner,17.0
Afrolook,afro,Look,22.0
Afterflosse,After,Flosse,
Agentenaustausch,Agent,Austausch,22.0
Agentenfilm,Agent,Film,20.0
Agententhriller,Agent,Thriller,19.0
Agententätigkeit,Agent,Tätigkeit,18.0
Agenturbericht,Agentur,Bericht,18.0
Agenturchef,Agentur,Chef,18.0
Agenturgruppe,Agentur,Gruppe,22.0
Agenturmeldung,Agentur,Meldung,18.0
Agenturvertrag,Agentur,Vertrag,
Aggregatzustand,Aggregat,Zustand,18.0
Aggressionsabbau,Aggression,Abbau,21.0
Aggressionsbereitschaft,Aggression,Bereitschaft,21.0
Aggressionspolitik,Aggression,Politik,21.0
Aggressionspotenzial,Aggression,Potenzial,19.0
Aggressionstrieb,Aggression,Trieb,22.0
Aggressionsverhalten,Aggression,Verhalten,22.0
Agoraphobie,Agora,Phobie,
Agraralkohol,agrar,Alkohol,
Agrarausschuss,agrar,Ausschuss,19.0
Agrarbereich,agrar,Bereich,18.0
Agrarbericht,agrar,Bericht,20.0
Agrarbetrieb,agrar,Betrieb,19.0
Agrarchemie,agrar,Chemie,21.0
Agrarchemikalie,agrar,Chemikalie,22.0
Agrardiesel,agrar,Diesel,19.0
Agrarentwicklung,agrar,Entwicklung,23.0
Agrarerzeugnis,agrar,Erzeugnis,20.0
Agrarexperte,agrar,Experte,18.0
Agrarexport,agrar,Export,19.0
Agrarfabrik,agrar,Fabrik,19.0
Agrarflugzeug,agrar,Flugzeug,23.0
Agrarfläche,agrar,Fläche,19.0
Agrarforschung,agrar,Forschung,20.0
Agrarfrage,agrar,Frage,20.0
Agrarförderung,agrar,Förderung,18.0
Agrargemeinschaft,agrar,Gemeinschaft,18.0
Agrargenossenschaft,agrar,Genossenschaft,19.0
Agrargeschichte,agrar,Geschichte,22.0
Agrargesellschaft,agrar,Gesellschaft,20.0
Agrargut,agrar,Gut,20.0
Agrarhandel,agrar,Handel,19.0
Agrarhaushalt,agrar,Haushalt,19.0
Agrarindustrie,agrar,Industrie,19.0
Agraringenieur,agrar,Ingenieur,19.0
Agrarkommissar,agrar,Kommissar,17.0
Agrarkonzern,agrar,Konzern,20.0
Agrarkrise,agrar,Krise,22.0
Agrarkultur,agrar,Kultur,22.0
Agrarland,agrar,Land,18.0
Agrarlandschaft,agrar,Landschaft,20.0
Agrarlobby,agrar,Lobby,19.0
Agrarmarkt,agrar,Markt,17.0
Agrarmarktordnung,Agrarmarkt,Ordnung,22.0
Agrarmesse,agrar,Messe,21.0
Agrarminister,agrar,Minister,16.0
Agrarministerium,agrar,Ministerium,17.0
Agrarministerkonferenz,Agrarminister,Konferenz,21.0
Agrarpartei,agrar,Partei,20.0
Agrarpolitik,agrar,Politik,15.0
Agrarpolitiker,agrar,Politiker,19.0
Agrarpreis,agrar,Preis,19.0
Agrarprodukt,agrar,Produkt,17.0
Agrarproduktion,agrar,Produktion,19.0
Agrarrat,agrar,Rat,20.0
Agrarreform,agrar,Reform,17.0
Agrarressort,agrar,Ressort,19.0
Agrarrevolution,agrar,Revolution,23.0
Agrarsektor,agrar,Sektor,18.0
Agrarsoziologie,agrar,Soziologie,23.0
Agrarstaat,agrar,Staat,20.0
Agrarstruktur,agrar,Struktur,19.0
Agrarsubvention,agrar,Subvention,17.0
Agrartechnik,agrar,Technik,19.0
Agrarunternehmen,agrar,Unternehmen,21.0
Agrarwirtschaft,agrar,Wirtschaft,17.0
